id,friendly_url,name,alternate_name,post,latitude,longitude,bounds_northeast_latitude,bounds_northeast_longitude,bounds_southwest_latitude,bounds_southwest_longitude,viewport_northeast_latitude,viewport_northeast_longitude,viewport_southwest_latitude,viewport_southwest_longitude,type,parent_id,place_id,formatted_address,old_id
7067,upper-rouchel,Upper Rouchel,Upper Rouchel,2336,-32.121577,151.090657,-32.04156,151.334651,-32.15658,151.03108,-32.04156,151.334651,-32.15658,151.03108,suburb,101,ChIJ84JeKyVIC2sR4ItDkLQJBgQ,"Upper Rouchel NSW 2336, Australia",1888
7068,belltrees,Belltrees,Belltrees,2337,-32.011147,151.097927,-31.8447,151.193301,-32.057151,151.020469,-31.8447,151.193301,-32.057151,151.020469,suburb,101,ChIJc6eLkkU5C2sREH9DkLQJBgQ,"Belltrees NSW 2337, Australia",1889
7069,brawboy,Brawboy,Brawboy,2337,-31.96675,150.636203,-31.90179,150.68106,-32.00435,150.56142,-31.90179,150.68106,-32.00435,150.56142,suburb,101,ChIJR3k97-V0C2sR0H9DkLQJBgQ,"Brawboy NSW 2337, Australia",1890
7070,bunnan,Bunnan,Bunnan,2337,-32.039392,150.589931,-31.97353,150.67662,-32.14183,150.497355,-31.97353,150.67662,-32.14183,150.497355,suburb,101,ChIJKyTDvGidC2sRQIBDkLQJBgQ,"Bunnan NSW 2337, Australia",1891
7071,dry-creek,Dry Creek,Dry Creek,2337,-31.891008,150.808374,-31.847691,150.84865,-31.93643,150.78485,-31.847691,150.84865,-31.93643,150.78485,suburb,101,ChIJm0Drek8SC2sR0IFDkLQJBgQ,"Dry Creek NSW 2337, Australia",1892
7072,ellerston,Ellerston,Ellerston,2337,-31.821504,151.303686,-31.67624,151.43817,-31.869058,151.22299,-31.67624,151.43817,-31.869058,151.22299,suburb,101,ChIJiwMqHVXVdGsRgIJDkLQJBgQ,"Ellerston NSW 2337, Australia",1893
7073,glenbawn,Glenbawn,Glenbawn,2337,-32.117452,151.007583,-32.008297,151.11223,-32.144759,150.92467,-32.008297,151.11223,-32.144759,150.92467,suburb,101,ChIJv9vJ2AdAC2sRYINDkLQJBgQ,"Glenbawn NSW 2337, Australia",1894
7074,glenrock,Glenrock,Glenrock,2337,-31.657416,151.387072,-31.553766,151.53478,-31.75751,151.25395,-31.553766,151.53478,-31.75751,151.25395,suburb,101,ChIJj0m6dVIsdWsR4KFDkLQJBgQ,"Glenrock NSW 2337, Australia",1895
7075,gundy,Gundy,Gundy,2337,-32.013276,150.998116,-31.91881,151.047914,-32.05865,150.9389,-31.91881,151.047914,-32.05865,150.9389,suburb,101,ChIJ53NBtEc-C2sREIRDkLQJBgQ,"Gundy NSW 2337, Australia",1896
7076,kars-springs,Kars Springs,Kars Springs,2337,-31.89404,150.565761,-31.841635,150.61369,-32.00337,150.47264,-31.841635,150.61369,-32.00337,150.47264,suburb,101,ChIJ_6KLt5meC2sR8IRDkLQJBgQ,"Kars Springs NSW 2337, Australia",1897
7077,middle-brook,Middle Brook,Middle Brook,2337,-31.971084,150.812927,-31.83816,150.85731,-32.02646,150.723823,-31.83816,150.85731,-32.02646,150.723823,suburb,101,ChIJcVoTTugSC2sRoIZDkLQJBgQ,"Middle Brook NSW 2337, Australia",1898
7078,moobi,Moobi,Moobi,2337,-32.061085,150.797853,-32.01076,150.842354,-32.12741,150.7578,-32.01076,150.842354,-32.12741,150.7578,suburb,101,ChIJh9L9obhtC2sRMIdDkLQJBgQ,"Moobi NSW 2337, Australia",1899
7079,moonan-brook,Moonan Brook,Moonan Brook,2337,-31.942368,151.281398,-31.88672,151.45473,-32.03665,151.24805,-31.88672,151.45473,-32.03665,151.24805,suburb,101,ChIJ5xXenF3NdGsRQIdDkLQJBgQ,"Moonan Brook NSW 2337, Australia",1900
7080,moonan-flat,Moonan Flat,Moonan Flat,2337,-31.925883,151.238129,-31.78763,151.29402,-31.96838,151.15085,-31.78763,151.29402,-31.96838,151.15085,suburb,101,ChIJpw8uWG0uC2sRUIdDkLQJBgQ,"Moonan Flat NSW 2337, Australia",1901
7081,murulla,Murulla,Murulla,2337,-31.8465,150.887305,-31.80672,150.963664,-31.865179,150.772871,-31.80672,150.963664,-31.865179,150.772871,suburb,101,ChIJyyRylzsXC2sR4IdDkLQJBgQ,"Murulla NSW 2337, Australia",1902
7082,omadale,Omadale,Omadale,2337,-31.890741,151.313853,-31.853911,151.34562,-31.90963,151.26932,-31.853911,151.34562,-31.90963,151.26932,suburb,101,ChIJ3bUl9wQtC2sRUIhDkLQJBgQ,"Omadale NSW 2337, Australia",1903
7083,owens-gap,Owens Gap,Owens Gap,2337,-32.030365,150.715075,-31.97141,150.77763,-32.13073,150.6274,-31.97141,150.77763,-32.13073,150.6274,suburb,101,ChIJBST_Q4txC2sRYIhDkLQJBgQ,"Owens Gap NSW 2337, Australia",1904
7084,pages-creek,Pages Creek,Pages Creek,2337,-31.722381,151.228005,-31.62886,151.29176,-31.79349,151.1576,-31.62886,151.29176,-31.79349,151.1576,suburb,101,ChIJ4_cEi3nWCmsRcIhDkLQJBgQ,"Pages Creek NSW 2337, Australia",1905
7085,parkville,Parkville,Parkville,2337,-31.980985,150.865376,-31.93402,150.94825,-32.01011,150.82253,-31.93402,150.94825,-32.01011,150.82253,suburb,101,ChIJ3WbozloUC2sRkIhDkLQJBgQ,"Parkville NSW 2337, Australia",1906
7086,scone,Scone,Scone,2337,-32.050699,150.867872,-31.986419,150.9187,-32.130393,150.77412,-31.986419,150.9187,-32.130393,150.77412,suburb,101,ChIJOalAj3tsC2sRwIlDkLQJBgQ,"Scone NSW 2337, Australia",1907
7087,segenhoe,Segenhoe,Segenhoe,2337,-32.068762,150.925754,-31.9924,150.97215,-32.154649,150.873107,-31.9924,150.97215,-32.154649,150.873107,suburb,101,ChIJqXHp5MdrC2sREIpDkLQJBgQ,"Segenhoe NSW 2337, Australia",1908
7088,stewarts-brook,Stewarts Brook,Stewarts Brook,2337,-32.078406,151.331536,-31.9764,151.40703,-32.09002,151.2274,-31.9764,151.40703,-32.09002,151.2274,suburb,101,ChIJXTn93ngzC2sRcIpDkLQJBgQ,"Stewarts Brook NSW 2337, Australia",1909
7089,tomalla,Tomalla,Tomalla,2337,-31.82983,151.482226,-31.71827,151.61897,-31.94462,151.340709,-31.71827,151.61897,-31.94462,151.340709,suburb,101,ChIJ35un-vLWdGsRkKlDkLQJBgQ,"Tomalla NSW 2337, Australia",1910
7090,waverly,Waverly,Waverly,2337,-31.860216,151.08925,-31.75961,151.19986,-31.98762,150.977743,-31.75961,151.19986,-31.98762,150.977743,suburb,101,ChIJpes8JS0jC2sRQIxDkLQJBgQ,"Waverly NSW 2337, Australia",1911
7091,wingen,Wingen,Wingen,2337,-31.892676,150.879808,-31.849148,151.02966,-31.9669,150.82549,-31.849148,151.02966,-31.9669,150.82549,suburb,101,ChIJ83NIfzkWC2sRsIxDkLQJBgQ,"Wingen NSW 2337, Australia",1912
7092,woolooma,Woolooma,Woolooma,2337,-31.995828,151.222488,-31.95715,151.27481,-32.05773,151.165635,-31.95715,151.27481,-32.05773,151.165635,suburb,101,ChIJS6qWZ08xC2sRII1DkLQJBgQ,"Woolooma NSW 2337, Australia",1913
7093,ardglen,Ardglen,Ardglen,2338,-31.730137,150.783913,-31.67029,150.86726,-31.79153,150.71803,-31.67029,150.86726,-31.79153,150.71803,suburb,101,ChIJCY6In0sbC2sR8LtDkLQJBgQ,"Ardglen NSW 2338, Australia",1914
7094,blandford,Blandford,Blandford,2338,-31.787322,150.897591,-31.67679,150.94524,-31.825831,150.843711,-31.67679,150.94524,-31.825831,150.843711,suburb,101,ChIJyZLuT-cYC2sRcH9DkLQJBgQ,"Blandford NSW 2338, Australia",1915
7095,crawney,Crawney,Crawney,2338,-31.66066,151.082794,-31.489022,151.18146,-31.6809,150.94033,-31.489022,151.18146,-31.6809,150.94033,suburb,101,ChIJV7JAG5vbCmsRcL5DkLQJBgQ,"Crawney NSW 2338, Australia",1916
7096,green-creek,Green Creek,Green Creek,2338,-31.791297,151.052542,-31.73054,151.07269,-31.85286,150.99661,-31.73054,151.07269,-31.85286,150.99661,suburb,101,ChIJjbM1XsEjC2sR0INDkLQJBgQ,"Green Creek NSW 2338, Australia",1917
7097,murrurundi,Murrurundi,Murrurundi,2338,-31.76157,150.831653,-31.731087,150.879771,-31.8246,150.7704,-31.731087,150.879771,-31.8246,150.7704,suburb,101,ChIJ6xwvExAaC2sR0IdDkLQJBgQ,"Murrurundi NSW 2338, Australia",1918
7098,pages-river,Pages River,Pages River,2338,-31.814905,150.753055,-31.758224,150.79323,-31.8423,150.71288,-31.758224,150.79323,-31.8423,150.71288,suburb,101,ChIJaY7kMXEQC2sRgIhDkLQJBgQ,"Pages River NSW 2338, Australia",1919
7099,sandy-creek,Sandy Creek,Sandy Creek,2338,-31.821842,150.965648,-31.77103,151.045473,-31.88775,150.93609,-31.77103,151.045473,-31.88775,150.93609,suburb,101,ChIJUZ6KtQkYC2sRoIlDkLQJBgQ,"Sandy Creek NSW 2338, Australia",1920
7100,scotts-creek,Scotts Creek,Scotts Creek,2338,-31.720631,150.958581,-31.64003,151.01479,-31.7885,150.89371,-31.64003,151.01479,-31.7885,150.89371,suburb,101,ChIJKWTlQJwfC2sR0IlDkLQJBgQ,"Scotts Creek NSW 2338, Australia",1921
7101,timor,Timor,Timor,2338,-31.772535,151.077756,-31.62993,151.18527,-31.80833,150.965365,-31.62993,151.18527,-31.80833,150.965365,suburb,101,ChIJxTaN6vYmC2sRQItDkLQJBgQ,"Timor NSW 2338, Australia",1922
7102,big-jacks-creek,Big Jacks Creek,Big Jacks Creek,2339,-31.759509,150.617967,-31.67972,150.65302,-31.84771,150.56794,-31.67972,150.65302,-31.84771,150.56794,suburb,101,ChIJ97fwSQ4IC2sRsLxDkLQJBgQ,"Big Jacks Creek NSW 2339, Australia",1923
7103,braefield,Braefield,Braefield,2339,-31.569559,150.70067,-31.55114,150.74313,-31.59126,150.65821,-31.55114,150.74313,-31.59126,150.65821,suburb,101,ChIJ2zdfmUn8CmsRcL1DkLQJBgQ,"Braefield NSW 2339, Australia",1924
7104,cattle-creek,Cattle Creek,Cattle Creek,2339,-31.76101,150.242134,-31.69134,150.35609,-31.84887,150.15171,-31.69134,150.35609,-31.84887,150.15171,suburb,101,ChIJm1U59cO-C2sR8L1DkLQJBgQ,"Cattle Creek NSW 2339, Australia",1925
7105,chilcotts-creek,Chilcotts Creek,Chilcotts Creek,2339,-31.674699,150.806058,-31.63706,150.91067,-31.69979,150.75963,-31.63706,150.91067,-31.69979,150.75963,suburb,101,ChIJx94no30cC2sREL5DkLQJBgQ,"Chilcotts Creek NSW 2339, Australia",1926
7106,little-jacks-creek,Little Jacks Creek,Little Jacks Creek,2339,-31.797322,150.528964,-31.72438,150.59384,-31.85824,150.47097,-31.72438,150.59384,-31.85824,150.47097,suburb,101,ChIJp1KOggKnC2sRMMFDkLQJBgQ,"Little Jacks Creek NSW 2339, Australia",1927
7107,macdonalds-creek,Macdonalds Creek,Macdonalds Creek,2339,-31.788289,150.429433,-31.76833,150.50149,-31.854655,150.37475,-31.76833,150.50149,-31.854655,150.37475,suburb,101,ChIJlcf0UHqkC2sRcMFDkLQJBgQ,"Macdonalds Creek NSW 2339, Australia",1928
7108,parraweena,Parraweena,Parraweena,2339,-31.729185,150.464228,-31.6527,150.58262,-31.84253,150.32285,-31.6527,150.58262,-31.84253,150.32285,suburb,101,ChIJzVgWbfmoC2sR0MJDkLQJBgQ,"Parraweena NSW 2339, Australia",1929
7109,warrah,Warrah,Warrah,2339,-31.66511,150.685402,-31.61861,150.72016,-31.70759,150.616845,-31.61861,150.72016,-31.70759,150.616845,suburb,101,ChIJZ16nADoBC2sRQMVDkLQJBgQ,"Warrah NSW 2339, Australia",1930
7110,warrah-creek,Warrah Creek,Warrah Creek,2339,-31.714042,150.662349,-31.69447,150.7385,-31.84472,150.61972,-31.69447,150.7385,-31.84472,150.61972,suburb,101,ChIJR059GW4FC2sRUMVDkLQJBgQ,"Warrah Creek NSW 2339, Australia",1931
7111,willow-tree,Willow Tree,Willow Tree,2339,-31.651918,150.728988,-31.57934,150.81844,-31.72176,150.622355,-31.57934,150.81844,-31.72176,150.622355,suburb,101,ChIJte4oY1ICC2sR0MVDkLQJBgQ,"Willow Tree NSW 2339, Australia",1932
7112,appleby,Appleby,Appleby,2340,-30.962532,150.829288,-30.93941,150.853474,-30.990998,150.790737,-30.93941,150.853474,-30.990998,150.790737,suburb,101,ChIJKRlfG56dCmsR4LtDkLQJBgQ,"Appleby NSW 2340, Australia",1933
7113,barry,Barry,Barry,2340,-31.578792,151.266803,-31.54189,151.371797,-31.66167,151.19808,-31.54189,151.371797,-31.66167,151.19808,suburb,101,ChIJHdyfpIjSCmsRIJxDkLQJBgQ,"Barry NSW 2340, Australia",1934
7114,bective,Bective,Bective,2340,-30.978203,150.74141,-30.95967,150.822869,-31.04865,150.60003,-30.95967,150.822869,-31.04865,150.60003,suburb,101,ChIJXQebFpCDCmsRkLxDkLQJBgQ,"Bective NSW 2340, Australia",1935
7115,bithramere,Bithramere,Bithramere,2340,-31.117568,150.769981,-31.08384,150.822558,-31.18845,150.735282,-31.08384,150.822558,-31.18845,150.735282,suburb,101,ChIJZeWGZsSPCmsR0LxDkLQJBgQ,"Bithramere NSW 2340, Australia",1936
7116,bowling-alley-point,Bowling Alley Point,Bowling Alley Point,2340,-31.395825,151.139621,-31.33665,151.17943,-31.41512,151.10449,-31.33665,151.17943,-31.41512,151.10449,suburb,101,ChIJB8BS5B-4CmsRYL1DkLQJBgQ,"Bowling Alley Point NSW 2340, Australia",1937
7117,calala,Calala,Calala,2340,-31.128762,150.944454,-31.113548,151.03585,-31.20926,150.91967,-31.113548,151.03585,-31.20926,150.91967,suburb,101,ChIJ13vGNu2iCmsRAClEkLQJBgU,"Calala NSW 2340, Australia",1938
7118,carroll,Carroll,Carroll,2340,-30.98611,150.44541,-30.918939,150.565827,-31.08846,150.33488,-30.918939,150.565827,-31.08846,150.33488,suburb,101,ChIJg8ndPLF7CmsR4L1DkLQJBgQ,"Carroll NSW 2340, Australia",1939
7119,daruka,Daruka,Daruka,2340,-31.041139,150.97157,-31.00262,151.0004,-31.079,150.94274,-31.00262,151.0004,-31.079,150.94274,suburb,101,ChIJ79PjSjmgCmsRwL5DkLQJBgQ,"Daruka NSW 2340, Australia",1940
7120,duncans-creek,Duncans Creek,Duncans Creek,2340,-31.393399,151.198079,-31.33058,151.25826,-31.44184,151.15258,-31.33058,151.25826,-31.44184,151.15258,suburb,101,ChIJfZau-_m2CmsR8L5DkLQJBgQ,"Duncans Creek NSW 2340, Australia",1941
7121,dungowan,Dungowan,Dungowan,2340,-31.214497,151.11979,-31.1301,151.2891,-31.30797,151.072679,-31.1301,151.2891,-31.30797,151.072679,suburb,101,ChIJOctzCc6vCmsRAL9DkLQJBgQ,"Dungowan NSW 2340, Australia",1942
7122,east-tamworth,East Tamworth,East Tamworth,2340,-31.084481,150.937595,-31.075154,150.97654,-31.122183,150.928896,-31.075154,150.97654,-31.122183,150.928896,suburb,101,ChIJ2RrDBQWiCmsREClEkLQJBgU,"East Tamworth NSW 2340, Australia",1943
7123,garoo,Garoo,Garoo,2340,-31.429771,150.9722,-31.30726,151.06744,-31.51744,150.876968,-31.30726,151.06744,-31.51744,150.876968,suburb,101,ChIJQb_vWbvBCmsRUL9DkLQJBgQ,"Garoo NSW 2340, Australia",1944
7124,gidley,Gidley,Gidley,2340,-30.997551,150.832845,-30.969548,150.85928,-31.02546,150.806409,-30.969548,150.85928,-31.02546,150.806409,suburb,101,ChIJPUkjPqydCmsRgL9DkLQJBgQ,"Gidley NSW 2340, Australia",1945
7125,goonoo-goonoo,Goonoo Goonoo,Goonoo Goonoo,2340,-31.286192,150.906919,-31.25913,150.949727,-31.3245,150.8761,-31.25913,150.949727,-31.3245,150.8761,suburb,101,ChIJHXCLaKSVCmsRsL9DkLQJBgQ,"Goonoo Goonoo NSW 2340, Australia",1946
7126,gowrie,Gowrie,Gowrie,2340,-31.337911,150.861175,-31.27753,150.88432,-31.44277,150.722181,-31.27753,150.88432,-31.44277,150.722181,suburb,101,ChIJ3wKwNAftCmsRwL9DkLQJBgQ,"Gowrie NSW 2340, Australia",1817
7127,hallsville,Hallsville,Hallsville,2340,-31.01418,150.878405,-30.97244,150.89937,-31.042669,150.852391,-30.97244,150.89937,-31.042669,150.852391,suburb,101,ChIJ3TpZYs6dCmsRUMBDkLQJBgQ,"Hallsville NSW 2340, Australia",1948
7128,hanging-rock,Hanging Rock,Hanging Rock,2340,-31.475441,151.184604,-31.35905,151.35529,-31.64072,151.14482,-31.35905,151.35529,-31.64072,151.14482,suburb,101,ChIJwRJkNnTMCmsRYKJDkLQJBgQ,"Hanging Rock NSW 2340, Australia",1949
7129,hillvue,Hillvue,Hillvue,2340,-31.123022,150.894403,-31.111768,150.936567,-31.146353,150.881583,-31.111768,150.936567,-31.146353,150.881583,suburb,101,ChIJE4Wne1SYCmsRIClEkLQJBgU,"Hillvue NSW 2340, Australia",1950
7130,keepit,Keepit,Keepit,2340,-30.858326,150.517265,-30.798979,150.56332,-30.912944,150.46653,-30.798979,150.56332,-30.912944,150.46653,suburb,101,ChIJP366jgqBoGsRkMBDkLQJBgQ,"Keepit NSW 2340, Australia",1951
7131,kingswood,Kingswood,Kingswood,2340,-31.159498,150.930825,-31.141603,150.963413,-31.18158,150.898529,-31.141603,150.963413,-31.18158,150.898529,suburb,101,ChIJGycJbymYCmsR0MBDkLQJBgQ,"Kingswood NSW 2340, Australia",1952
7132,loomberah,Loomberah,Loomberah,2340,-31.234757,151.020147,-31.1623,151.10833,-31.41997,150.91972,-31.1623,151.10833,-31.41997,150.91972,suburb,101,ChIJd5s_oVSRCmsRYMFDkLQJBgQ,"Loomberah NSW 2340, Australia",1953
7133,moore-creek,Moore Creek,Moore Creek,2340,-30.995793,150.91776,-30.935032,151.02746,-31.04899,150.85025,-30.935032,151.02746,-31.04899,150.85025,suburb,101,ChIJWymMm6wKoGsR4MFDkLQJBgQ,"Moore Creek NSW 2340, Australia",1954
7134,nemingha,Nemingha,Nemingha,2340,-31.123731,150.98938,-31.08874,151.05113,-31.15325,150.96368,-31.08874,151.05113,-31.15325,150.96368,suburb,101,ChIJd8V-dtCjCmsRQMJDkLQJBgQ,"Nemingha NSW 2340, Australia",1955
7135,north-tamworth,North Tamworth,North Tamworth,2340,-31.078797,150.922968,-31.042437,150.95982,-31.085159,150.894811,-31.042437,150.95982,-31.085159,150.894811,suburb,101,ChIJL_qEmBWfCmsRMClEkLQJBgU,"North Tamworth NSW 2340, Australia",1956
7136,nundle,Nundle,Nundle,2340,-31.465756,151.125987,-31.35332,151.19644,-31.5424,151.04555,-31.35332,151.19644,-31.5424,151.04555,suburb,101,ChIJl0V8dhLGCmsRgMJDkLQJBgQ,"Nundle NSW 2340, Australia",1957
7137,ogunbil,Ogunbil,Ogunbil,2340,-31.343803,151.291342,-31.252976,151.39408,-31.44256,151.18611,-31.252976,151.39408,-31.44256,151.18611,suburb,101,ChIJAc50JfWzCmsRoMJDkLQJBgQ,"Ogunbil NSW 2340, Australia",1958
7138,oxley-vale,Oxley Vale,Oxley Vale,2340,-31.065542,150.904119,-31.03638,150.912756,-31.073525,150.85384,-31.03638,150.912756,-31.073525,150.85384,suburb,101,ChIJG_CXEqSeCmsRQClEkLQJBgU,"Oxley Vale NSW 2340, Australia",1959
7139,piallamore,Piallamore,Piallamore,2340,-31.159551,151.048779,-31.10758,151.11586,-31.18986,151.0267,-31.10758,151.11586,-31.18986,151.0267,suburb,101,ChIJh_M4iEKkCmsR4MJDkLQJBgQ,"Piallamore NSW 2340, Australia",1960
7140,somerton,Somerton,Somerton,2340,-30.938754,150.637482,-30.84379,150.728469,-31.0437,150.52785,-30.84379,150.728469,-31.0437,150.52785,suburb,101,ChIJM5idw8KBCmsR4MNDkLQJBgQ,"Somerton NSW 2340, Australia",1961
7141,south-tamworth,South Tamworth,South Tamworth,2340,-31.109424,150.922881,-31.098774,150.942021,-31.124423,150.896001,-31.098774,150.942021,-31.124423,150.896001,suburb,101,ChIJPxjcWOWYCmsRUClEkLQJBgU,"South Tamworth NSW 2340, Australia",1962
7142,taminda,Taminda,Taminda,2340,-31.093413,150.897218,-31.067388,150.92318,-31.099111,150.885879,-31.067388,150.92318,-31.099111,150.885879,suburb,101,ChIJlZEiu8-YCmsRYClEkLQJBgU,"Taminda NSW 2340, Australia",1963
7143,tamworth,Tamworth,Tamworth,2340,-31.106316,150.930734,-31.03638,151.03585,-31.20926,150.81451,-31.03638,151.03585,-31.20926,150.81451,suburb,101,ChIJWbmFLKaZCmsREMRDkLQJBgQ,"Tamworth NSW 2340, Australia",1964
7144,timbumburi,Timbumburi,Timbumburi,2340,-31.203522,150.91716,-31.17661,150.938932,-31.27102,150.8751,-31.17661,150.938932,-31.27102,150.8751,suburb,101,ChIJCwMr54uWCmsRUMRDkLQJBgQ,"Timbumburi NSW 2340, Australia",1965
7145,wallamore,Wallamore,Wallamore,2340,-31.042789,150.82506,-31.011948,150.85832,-31.07534,150.7918,-31.011948,150.85832,-31.07534,150.7918,suburb,101,ChIJy39bAmGcCmsR4MRDkLQJBgQ,"Wallamore NSW 2340, Australia",1966
7146,warral,Warral,Warral,2340,-31.15023,150.873611,-31.115412,150.903641,-31.19359,150.81265,-31.115412,150.903641,-31.19359,150.81265,suburb,101,ChIJX8jQskuXCmsRcMVDkLQJBgQ,"Warral NSW 2340, Australia",1967
7147,weabonga,Weabonga,Weabonga,2340,-31.214152,151.321954,-31.08191,151.38294,-31.29772,151.22882,-31.08191,151.38294,-31.29772,151.22882,suburb,101,ChIJG0_niV2sCmsRkMVDkLQJBgQ,"Weabonga NSW 2340, Australia",1968
7148,west-tamworth,West Tamworth,West Tamworth,2340,-31.092431,150.920196,-31.084823,150.93543,-31.119842,150.882736,-31.084823,150.93543,-31.119842,150.882736,suburb,101,ChIJ9ZprMCKZCmsRgClEkLQJBgU,"West Tamworth NSW 2340, Australia",1969
7149,westdale,Westdale,Westdale,2340,-31.095716,150.878636,-31.04352,150.894545,-31.135079,150.81451,-31.04352,150.894545,-31.135079,150.81451,suburb,101,ChIJnRIQ1-abCmsRkClEkLQJBgU,"Westdale NSW 2340, Australia",1970
7150,woolomin,Woolomin,Woolomin,2340,-31.299381,151.150127,-31.26376,151.21051,-31.35889,151.08215,-31.26376,151.21051,-31.35889,151.08215,suburb,101,ChIJZ4Un2Vu3CmsRQMZDkLQJBgQ,"Woolomin NSW 2340, Australia",1971
7151,werris-creek,Werris Creek,Werris Creek,2341,-31.349086,150.647176,-31.22822,150.76115,-31.41986,150.4989,-31.22822,150.76115,-31.41986,150.4989,suburb,101,ChIJiatCvDb0CmsRsMVDkLQJBgQ,"Werris Creek NSW 2341, Australia",1972
7152,currabubula,Currabubula,Currabubula,2342,-31.2639,150.732478,-31.12346,150.795948,-31.331355,150.57527,-31.12346,150.795948,-31.331355,150.57527,suburb,101,ChIJtZ5z4ESMCmsRsL5DkLQJBgQ,"Currabubula NSW 2342, Australia",1973
7153,piallaway,Piallaway,Piallaway,2342,-31.157344,150.579841,-31.01555,150.64898,-31.22824,150.402118,-31.01555,150.64898,-31.22824,150.402118,suburb,101,ChIJm7s-hIaJCmsR8MJDkLQJBgQ,"Piallaway NSW 2342, Australia",1974
7154,blackville,Blackville,Blackville,2343,-31.641928,150.235847,-31.51734,150.343097,-31.76593,150.15171,-31.51734,150.343097,-31.76593,150.15171,suburb,101,ChIJ6RL64KK3C2sR4LxDkLQJBgQ,"Blackville NSW 2343, Australia",1975
7155,borambil-road,Borambil Road,Borambil Rd,2343,-31.489893,150.628263,-31.489754,150.653728,-31.513847,150.628263,-31.489754,150.653728,-31.513847,150.628263,,101,ChIJ-yk5Pzv5CmsR5Tt5DN6sHnY,"Borambil Rd, Quirindi NSW 2343, Australia",0
7156,bundella,Bundella,Bundella,2343,-31.568003,149.987024,-31.49882,150.113121,-31.74229,149.84089,-31.49882,150.113121,-31.74229,149.84089,suburb,101,ChIJmXVNJl_aC2sRsL1DkLQJBgQ,"Bundella NSW 2343, Australia",1977
7157,caroona,Caroona,Caroona,2343,-31.406836,150.425798,-31.286159,150.51925,-31.482358,150.31798,-31.286159,150.51925,-31.482358,150.31798,suburb,101,ChIJSZpJvh1QCmsR0L1DkLQJBgQ,"Caroona NSW 2343, Australia",1978
7158,colly-blue,Colly Blue,Colly Blue,2343,-31.456769,150.142816,-31.39592,150.179232,-31.499222,150.109206,-31.39592,150.179232,-31.499222,150.109206,suburb,101,ChIJB67zLn9KCmsRML5DkLQJBgQ,"Colly Blue NSW 2343, Australia",1979
7159,coomoo-coomoo,Coomoo Coomoo,Coomoo Coomoo,2343,-31.584953,150.112626,-31.49184,150.192422,-31.668713,150.019621,-31.49184,150.192422,-31.668713,150.019621,suburb,101,ChIJX5N2vbrOC2sRUL5DkLQJBgQ,"Coomoo Coomoo NSW 2343, Australia",1980
7160,pine-ridge,Pine Ridge,Pine Ridge,2343,-31.495414,150.456246,-31.449368,150.527046,-31.59087,150.282474,-31.449368,150.527046,-31.59087,150.282474,suburb,101,ChIJabwoIl5SCmsREMNDkLQJBgQ,"Pine Ridge NSW 2343, Australia",1981
7161,quipolly,Quipolly,Quipolly,2343,-31.45315,150.682544,-31.358501,150.821899,-31.47171,150.54611,-31.358501,150.821899,-31.47171,150.54611,suburb,101,ChIJk6mNOxr6CmsRMMNDkLQJBgQ,"Quipolly NSW 2343, Australia",1982
7162,quirindi,Quirindi,Quirindi,2343,-31.507799,150.680106,-31.39811,150.80794,-31.600796,150.44384,-31.39811,150.80794,-31.600796,150.44384,suburb,101,ChIJUewXbNj4CmsRQMNDkLQJBgQ,"Quirindi NSW 2343, Australia",1983
7163,spring-ridge,Spring Ridge,Spring Ridge,2343,-31.394274,150.248823,-31.24899,150.35805,-31.56015,150.07299,-31.24899,150.35805,-31.56015,150.07299,suburb,101,ChIJ26ce4G45CmsR8MNDkLQJBgQ,"Spring Ridge NSW 2343, Australia",1984
7164,wallabadah,Wallabadah,Wallabadah,2343,-31.538487,150.83106,-31.401421,150.99912,-31.66324,150.75564,-31.401421,150.99912,-31.66324,150.75564,suburb,101,ChIJ40y444nmCmsR0MRDkLQJBgQ,"Wallabadah NSW 2343, Australia",1985
7165,warrah-ridge,Warrah Ridge,Warrah Ridge,2343,-31.588223,150.542023,-31.52307,150.6651,-31.69772,150.474047,-31.52307,150.6651,-31.69772,150.474047,suburb,101,ChIJQ5aR9mIAC2sRYMVDkLQJBgQ,"Warrah Ridge NSW 2343, Australia",1986
7166,windy,Windy,Windy,2343,-31.588362,150.386491,-31.56835,150.486814,-31.68052,150.328809,-31.56835,150.486814,-31.68052,150.328809,suburb,101,ChIJ4RFZrdytC2sR8MVDkLQJBgQ,"Windy NSW 2343, Australia",1987
7167,yannergee,Yannergee,Yannergee,2343,-31.544777,150.065815,-31.37701,150.13398,-31.54841,149.99765,-31.37701,150.13398,-31.54841,149.99765,suburb,101,ChIJHeTTVCrNC2sRYMZDkLQJBgQ,"Yannergee NSW 2343, Australia",1988
7168,duri,Duri,Duri,2344,-31.214363,150.822261,-31.17078,150.88827,-31.302638,150.728502,-31.17078,150.88827,-31.302638,150.728502,suburb,101,ChIJqZ8jg9GTCmsREL9DkLQJBgQ,"Duri NSW 2344, Australia",1990
7169,winton,Winton,Winton,2344,-31.055316,150.71657,-31.02957,150.82412,-31.193269,150.59245,-31.02957,150.82412,-31.193269,150.59245,suburb,101,ChIJS1pwLLCFCmsRAMZDkLQJBgQ,"Winton NSW 2344, Australia",1991
