id,friendly_url,name,alternate_name,post,latitude,longitude,bounds_northeast_latitude,bounds_northeast_longitude,bounds_southwest_latitude,bounds_southwest_longitude,viewport_northeast_latitude,viewport_northeast_longitude,viewport_southwest_latitude,viewport_southwest_longitude,type,parent_id,place_id,formatted_address,old_id
1,australia,Australia,AU,0,-25.274398,133.775136,-9.219822,159.255497,-54.777219,112.921434,-9.219822,159.255497,-54.777219,112.921434,country,-1,ChIJ38WHZwf9KysRUhNblaFnglM,Australia,0
101,new-south-wales,New South Wales,NSW,0,-33.864174,151.205287,-28.156192,153.638782,-37.505032,140.999212,-28.156192,153.638782,-37.505032,140.999212,state,1,ChIJDUte93TLDWsRLZ_EIhGvgBc,"New South Wales, Australia",0
102,victoria,Victoria,VIC,0,-37.471308,144.785153,-33.981051,149.976488,-39.224731,140.962477,-33.981051,149.976488,-39.224731,140.962477,state,1,ChIJT5UYfksx1GoRNJWCvuL8Tlo,"Victoria, Australia",0
103,queensland,Queensland,QLD,0,-20.917574,142.702796,-9.92973,153.55292,-29.178588,137.994575,-9.92973,153.55292,-29.178588,137.994575,state,1,ChIJ_dxieiTf1GsRmb4SdiLQ8vU,"Queensland, Australia",0
104,australian-capital-territory,Australian Capital Territory,ACT,0,-35.473468,149.012368,-35.124513,149.399285,-35.920531,148.764097,-35.124513,149.399285,-35.920531,148.764097,state,1,ChIJSxCboN9MFmsRA3huXDhEWOc,"Australian Capital Territory, Australia",0
105,northern-territory,Northern Territory,NT,0,-19.491411,132.55096,-10.90552,137.999009,-26.01687,129.000424,-10.90552,137.999009,-26.01687,129.000424,state,1,ChIJDxnz5sJyUSsRdScAAAAAAAA,"Northern Territory, Australia",0
106,south-australia,South Australia,SA,0,-30.000232,136.209155,-25.996392,141.00288,-38.06121,129.000516,-25.996392,141.00288,-38.06121,129.000516,state,1,ChIJ88foW55Yp2oR2ND6PZl5fts,"South Australia, Australia",0
107,western-australia,Western Australia,WA,0,-27.672817,121.62831,-13.68949,129.002598,-35.193994,112.921219,-13.68949,129.002598,-35.193994,112.921219,state,1,ChIJ0YTziS4qOSoRmaMAMt9KDm4,"Western Australia, Australia",0
108,tasmania,Tasmania,TAS,0,-41.365042,146.628491,-39.438036,148.49876,-43.74298,143.818285,-39.438036,148.49876,-43.74298,143.818285,state,1,ChIJz_o0fifteqoRZEBAKd2ljyo,"Tasmania, Australia",0
6001,barangaroo,Barangaroo,Barangaroo,2000,-33.859983,151.202128,-33.855259,151.20314,-33.86579,151.200031,-33.855259,151.20314,-33.86579,151.200031,suburb,101,ChIJ1ZL9NkGuEmsRUEkzFmh9AQU,"Barangaroo NSW, Australia",716
6002,dawes-point,Dawes Point,Dawes Point,2000,-33.853969,151.208339,-33.853521,151.210066,-33.858786,151.20422,-33.853521,151.210066,-33.858786,151.20422,suburb,101,ChIJJbGZ4FyuEmsRILQyFmh9AQU,"Dawes Point NSW, Australia",717
6003,haymarket,Haymarket,Haymarket,2000,-33.879193,151.20339,-33.877201,151.20922,-33.885416,151.199815,-33.877201,151.20922,-33.885416,151.199815,suburb,101,ChIJBbYoni-uEmsR4LkyFmh9AQU,"Haymarket NSW 2000, Australia",718
6004,millers-point,Millers Point,Millers Point,2000,-33.858378,151.203589,-33.855253,151.206911,-33.863284,151.201456,-33.855253,151.206911,-33.863284,151.201456,suburb,101,ChIJe3b-M1yuEmsRIMEyFmh9AQU,"Millers Point NSW 2000, Australia",719
6005,sydney,Sydney,Sydney,2000,-33.867487,151.20699,-33.424598,151.342636,-34.169249,150.502229,-33.424598,151.342636,-34.169249,150.502229,suburb,101,ChIJP3Sa8ziYEmsRUKgyFmh9AQM,"Sydney NSW, Australia",721
6006,the-rocks,The Rocks,The Rocks,2000,-33.859635,151.208701,-33.854412,151.210587,-33.863322,151.205399,-33.854412,151.210587,-33.863322,151.205399,suburb,101,ChIJs49dtkKuEmsRYM0yFmh9AQU,"The Rocks NSW 2000, Australia",723
6007,ultimo,Ultimo,Ultimo,2007,-33.883733,151.202034,-33.873779,151.203265,-33.884492,151.1893,-33.873779,151.203265,-33.884492,151.1893,suburb,101,ChIJLV6IoE6uEmsR0M0yFmh9AQU,"Ultimo NSW 2007, Australia",730
6008,chippendale,Chippendale,Chippendale,2008,-33.88448,151.19734,-33.883584,151.20698,-33.889101,151.193117,-33.883584,151.20698,-33.889101,151.193117,suburb,101,ChIJmX02FgWuEmsRILEyFmh9AQU,"Chippendale NSW 2008, Australia",731
6009,darlington,Darlington,Darlington,2008,-33.891227,151.19585,-33.887715,151.198838,-33.894048,151.187731,-33.887715,151.198838,-33.894048,151.187731,suburb,101,ChIJpUONmyywEmsRALQyFmh9AQU,"Darlington NSW, Australia",732
6010,pyrmont,Pyrmont,Pyrmont,2009,-33.86879,151.194217,-33.86238,151.198973,-33.876212,151.18606,-33.86238,151.198973,-33.876212,151.18606,postal_code,101,ChIJmS70ajauEmsRYIe6P2t9ARw,"Pyrmont NSW 2009, Australia",733
6011,darlinghurst,Darlinghurst,Darlinghurst,2010,-33.88068,151.21862,-33.873665,151.229514,-33.885093,151.212095,-33.873665,151.229514,-33.885093,151.212095,suburb,101,ChIJ7bV1-XuuEmsR8LMyFmh9AQU,"Darlinghurst NSW, Australia",734
6012,surry-hills,Surry Hills,Surry Hills,2010,-33.890647,151.212925,-33.876889,151.218092,-33.892115,151.201598,-33.876889,151.218092,-33.892115,151.201598,suburb,101,ChIJW7w1-SGuEmsRkMwyFmh9AQU,"Surry Hills NSW 2010, Australia",735
6013,elizabeth-bay,Elizabeth Bay,Elizabeth Bay,2011,-33.872084,151.228535,-33.868171,151.231699,-33.875334,151.224782,-33.868171,151.231699,-33.875334,151.224782,suburb,101,ChIJh0ghm3SuEmsRMLYyFmh9AQU,"Elizabeth Bay NSW 2011, Australia",736
6014,potts-point,Potts Point,Potts Point,2011,-33.871732,151.222907,-33.858105,151.230759,-33.875975,151.221101,-33.858105,151.230759,-33.875975,151.221101,suburb,101,ChIJK6kIb3GuEmsRIMcyFmh9AQU,"Potts Point NSW 2011, Australia",738
6015,rushcutters-bay,Rushcutters Bay,Rushcutters Bay,2011,-33.876206,151.227812,-33.872152,151.230607,-33.876737,151.224384,-33.872152,151.230607,-33.876737,151.224384,suburb,101,ChIJQxk9oQyuEmsRwMkyFmh9AQU,"Rushcutters Bay NSW 2011, Australia",739
6016,woolloomooloo,Woolloomooloo,Woolloomooloo,2011,-33.869235,151.220172,-33.865697,151.222569,-33.875102,151.212748,-33.865697,151.222569,-33.875102,151.212748,suburb,101,ChIJZw_T5BKuEmsR4NAyFmh9AQU,"Woolloomooloo NSW 2011, Australia",740
6017,alexandria,Alexandria,Alexandria,2015,-33.901882,151.20001,-33.894966,151.202983,-33.921461,151.180965,-33.894966,151.202983,-33.921461,151.180965,suburb,101,ChIJa0nQNrSxEmsRMKsyFmh9AQU,"Alexandria NSW 2015, Australia",743
6018,beaconsfield,Beaconsfield,Beaconsfield,2015,-33.912306,151.200447,-33.90837,151.202766,-33.914657,151.197887,-33.90837,151.202766,-33.914657,151.197887,suburb,101,ChIJx4wWlLmxEmsRAKkyFmh9AQU,"Beaconsfield NSW 2015, Australia",744
6019,eveleigh,Eveleigh,Eveleigh,2015,-33.897342,151.195197,-33.891504,151.199742,-33.899941,151.185365,-33.891504,151.199742,-33.899941,151.185365,suburb,101,ChIJXY0B_c2xEmsR4LYyFmh9AQU,"Eveleigh NSW 2015, Australia",745
6020,redfern,Redfern,Redfern,2016,-33.892507,151.201718,-33.888688,151.216841,-33.897639,151.196442,-33.888688,151.216841,-33.897639,151.196442,suburb,101,ChIJZb8whd6xEmsREMgyFmh9AQU,"Redfern NSW 2016, Australia",746
6021,waterloo,Waterloo,Waterloo,2017,-33.896046,151.199995,-33.895105,151.215654,-33.905685,151.198923,-33.895105,151.215654,-33.905685,151.198923,suburb,101,ChIJG2TSH8OxEmsR0M4yFmh9AQU,"Waterloo NSW 2017, Australia",747
6022,zetland,Zetland,Zetland,2017,-33.905553,151.206507,-33.902969,151.213985,-33.912213,151.202311,-33.902969,151.213985,-33.912213,151.202311,suburb,101,ChIJG2DVVsCxEmsRgNEyFmh9AQU,"Zetland NSW 2017, Australia",748
6023,eastlakes,Eastlakes,Eastlakes,2018,-33.924669,151.211667,-33.922933,151.22141,-33.938378,151.204255,-33.922933,151.22141,-33.938378,151.204255,suburb,101,ChIJbcQ4yKexEmsRwLUyFmh9AQU,"Eastlakes NSW 2018, Australia",749
6024,rosebery,Rosebery,Rosebery,2018,-33.922516,151.204092,-33.91016,151.213981,-33.927096,151.195464,-33.91016,151.213981,-33.927096,151.195464,suburb,101,ChIJT83LdLyxEmsRAMkyFmh9AQU,"Rosebery NSW 2018, Australia",750
6025,banksmeadow,Banksmeadow,Banksmeadow,2019,-33.959961,151.211044,-33.942473,151.223649,-33.969893,151.20624,-33.942473,151.223649,-33.969893,151.20624,suburb,101,ChIJ9UxZL0GxEmsR8KwyFmh9AQU,"Banksmeadow NSW 2019, Australia",751
6026,botany,Botany,Botany,2019,-33.944384,151.196287,-33.937185,151.209729,-33.961588,151.183791,-33.937185,151.209729,-33.961588,151.183791,suburb,101,ChIJs30P0w6xEmsR4K0yFmh9AQU,"Botany NSW 2019, Australia",752
6027,mascot,Mascot,Mascot,2020,-33.929733,151.195115,-33.919101,151.20639,-33.974006,151.15993,-33.919101,151.20639,-33.974006,151.15993,suburb,101,ChIJz-9y-iGxEmsRQMAyFmh9AQU,"Mascot NSW, Australia",753
6028,sydney-australian-football-club,Sydney Australian Football Club,Sydney Australian Football Club,2021,-33.888302,151.224262,-33.887803,151.224971,-33.888967,151.223795,-33.887803,151.224971,-33.888967,151.223795,suburb,101,ChIJF3x8fgOuEmsR8KTv-Wh9AQ8,"Sydney Australian Football Club, Moore Park NSW 2021, Australia",0
6029,moore-park,Moore Park,Moore Park,2021,-33.900929,151.215266,-33.885093,151.229914,-33.904891,151.214131,-33.885093,151.229914,-33.904891,151.214131,suburb,101,ChIJxRuRKv2xEmsRsMEyFmh9AQU,"Moore Park NSW 2021, Australia",757
6030,paddington,Paddington,Paddington,2021,-33.884611,151.226586,-33.876744,151.237687,-33.889929,151.218092,-33.876744,151.237687,-33.889929,151.218092,suburb,101,ChIJt4nzrAiuEmsRcMUyFmh9AQU,"Paddington NSW 2021, Australia",758
6031,bondi-junction,Bondi Junction,Bondi Junction,2022,-33.892788,151.247221,-33.88891,151.259276,-33.897327,151.240631,-33.88891,151.259276,-33.897327,151.240631,suburb,101,ChIJdwsCavGtEmsRkK0yFmh9AQU,"Bondi Junction NSW 2022, Australia",759
6032,queens-park,Queens Park,Queens Park,2022,-33.900285,151.252843,-33.894933,151.253271,-33.903992,151.24065,-33.894933,151.253271,-33.903992,151.24065,suburb,101,ChIJgwEBp_qtEmsRsMcyFmh9AQU,"Queens Park NSW 2022, Australia",761
6033,bellevue-hill,Bellevue Hill,Bellevue Hill,2023,-33.882696,151.253963,-33.868826,151.267847,-33.889432,151.244739,-33.868826,151.267847,-33.889432,151.244739,postal_code,101,ChIJETxlDsCtEmsRgIi6P2t9ARw,"Bellevue Hill NSW 2023, Australia",762
6034,bronte,Bronte,Bronte,2024,-33.906026,151.26363,-33.897663,151.270569,-33.910848,151.25646,-33.897663,151.270569,-33.910848,151.25646,suburb,101,ChIJCQe5EnayEmsRUK4yFmh9AQU,"Bronte NSW 2024, Australia",763
6035,waverley,Waverley,Waverley,2024,-33.901144,151.253764,-33.89595,151.260734,-33.907718,151.250741,-33.89595,151.260734,-33.907718,151.250741,suburb,101,ChIJu5JCogqyEmsREM8yFmh9AQU,"Waverley NSW 2024, Australia",764
6036,woollahra,Woollahra,Woollahra,2025,-33.887176,151.243635,-33.880486,151.256066,-33.89102,151.231913,-33.880486,151.256066,-33.89102,151.231913,suburb,101,ChIJiZDB3NmtEmsR0NAyFmh9AQU,"Woollahra NSW, Australia",765
6037,bondi-beach,Bondi Beach,Bondi Beach,2026,-33.890844,151.274291,-33.88506,151.282722,-33.896414,151.262747,-33.88506,151.282722,-33.896414,151.262747,suburb,101,ChIJWTi8xgGyEmsRgK0yFmh9AQU,"Bondi Beach NSW 2026, Australia",767
6038,north-bondi,North Bondi,North Bondi,2026,-33.885194,151.27468,-33.878299,151.285865,-33.894141,151.267847,-33.878299,151.285865,-33.894141,151.267847,suburb,101,ChIJV_-kgJetEmsRoMMyFmh9AQU,"North Bondi NSW 2026, Australia",768
6039,tamarama,Tamarama,Tamarama,2026,-33.898834,151.271369,-33.896032,151.276402,-33.901582,151.265569,-33.896032,151.276402,-33.901582,151.265569,suburb,101,ChIJKyE4yYWtEmsR8MwyFmh9AQU,"Tamarama NSW 2026, Australia",769
6040,darling-point,Darling Point,Darling Point,2027,-33.87086,151.238138,-33.866438,151.241776,-33.878602,151.229571,-33.866438,151.241776,-33.878602,151.229571,suburb,101,ChIJB-9rD9-tEmsR4LMyFmh9AQU,"Darling Point NSW 2027, Australia",770
6041,edgecliff,Edgecliff,Edgecliff,2027,-33.879914,151.237025,-33.876193,151.243025,-33.883195,151.229493,-33.876193,151.243025,-33.883195,151.229493,suburb,101,ChIJEe5Lzw6uEmsR8LUyFmh9AQU,"Edgecliff NSW, Australia",771
6042,point-piper,Point Piper,Point Piper,2027,-33.864803,151.250383,-33.857557,151.258281,-33.872629,151.24803,-33.857557,151.258281,-33.872629,151.24803,suburb,101,ChIJM90pe8mtEmsR4MYyFmh9AQU,"Point Piper NSW 2027, Australia",773
6043,double-bay,Double Bay,Double Bay,2028,-33.877657,151.242938,-33.862156,151.248863,-33.886312,151.237339,-33.862156,151.248863,-33.886312,151.237339,suburb,101,ChIJU28AFNytEmsR0LQyFmh9AQU,"Double Bay NSW 2028, Australia",774
6044,rose-bay,Rose Bay,Rose Bay,2029,-33.875421,151.265623,-33.863123,151.278632,-33.88506,151.253485,-33.863123,151.278632,-33.88506,151.253485,postal_code,101,ChIJ9zEm7zCsEmsRwIi6P2t9ARw,"Rose Bay NSW 2029, Australia",775
6045,dover-heights,Dover Heights,Dover Heights,2030,-33.872431,151.280786,-33.864646,151.284586,-33.88356,151.277178,-33.864646,151.284586,-33.88356,151.277178,suburb,101,ChIJ5YYXeAetEmsR4LQyFmh9AQU,"Dover Heights NSW 2030, Australia",776
6046,rose-bay-community-garden,Rose Bay Community Garden,Rose Bay Community Garden,2030,-33.876794,151.264637,0,0,0,0,0,0,0,0,,101,ChIJ-ZM2kbutEmsRatgrXa78snc,"Rose Bay Community Garden, Rose Bay NSW 2029, Australia",0
6047,vaucluse,Vaucluse,Vaucluse,2030,-33.858935,151.278408,-33.846264,151.287457,-33.865494,151.264496,-33.846264,151.287457,-33.865494,151.264496,suburb,101,ChIJlWSiaVesEmsRAM4yFmh9AQU,"Vaucluse NSW 2030, Australia",779
6048,watsons-bay,Watsons Bay,Watsons Bay,2030,-33.844697,151.283171,-33.832982,151.286667,-33.847387,151.276748,-33.832982,151.286667,-33.847387,151.276748,suburb,101,ChIJRbw1k4msEmsR4M4yFmh9AQU,"Watsons Bay NSW 2030, Australia",780
6049,clovelly,Clovelly,Clovelly,2031,-33.912544,151.262929,-33.9064,151.271561,-33.91643,151.254115,-33.9064,151.271561,-33.91643,151.254115,suburb,101,ChIJye2IiXGyEmsRELIyFmh9AQU,"Clovelly NSW 2031, Australia",781
6050,randwick,Randwick,Randwick,2031,-33.914437,151.241642,-33.902514,151.254922,-33.934681,151.225065,-33.902514,151.254922,-33.934681,151.225065,suburb,101,ChIJq-ZR9hyyEmsRAMgyFmh9AQU,"Randwick NSW 2031, Australia",783
6051,daceyville,Daceyville,Daceyville,2032,-33.925371,151.22655,-33.925049,151.229802,-33.932843,151.221013,-33.925049,151.229802,-33.932843,151.221013,suburb,101,ChIJRbz4l3WxEmsR0LMyFmh9AQU,"Daceyville NSW 2032, Australia",785
6052,kingsford,Kingsford,Kingsford,2032,-33.921271,151.22702,-33.917157,151.23928,-33.934739,151.214895,-33.917157,151.23928,-33.934739,151.214895,suburb,101,ChIJfZfvsoWxEmsRkLwyFmh9AQU,"Kingsford NSW 2032, Australia",786
6053,kensington,Kensington,Kensington,2033,-33.910007,151.22298,-33.901535,151.236483,-33.924523,151.210972,-33.901535,151.236483,-33.924523,151.210972,suburb,101,ChIJibqk14ixEmsRILwyFmh9AQU,"Kensington NSW 2033, Australia",787
6054,coogee,Coogee,Coogee,2034,-33.920645,151.255247,-33.910787,151.262921,-33.928363,151.247064,-33.910787,151.262921,-33.928363,151.247064,suburb,101,ChIJ4ZOCY5yxEmsR4LIyFmh9AQU,"Coogee NSW 2034, Australia",788
6055,south-coogee,South Coogee,South Coogee,2034,-33.931966,151.256703,-33.926659,151.261734,-33.937846,151.246515,-33.926659,151.261734,-33.937846,151.246515,suburb,101,ChIJN4r8nTeyEmsRMMsyFmh9AQU,"South Coogee NSW 2034, Australia",789
6056,maroubra,Maroubra,Maroubra,2035,-33.942088,151.238287,-33.933231,151.265335,-33.95813,151.226679,-33.933231,151.265335,-33.95813,151.226679,suburb,101,ChIJaUVuF86zEmsRAMAyFmh9AQU,"Maroubra NSW 2035, Australia",790
6057,pagewood,Pagewood,Pagewood,2035,-33.94179,151.213437,-33.926355,151.230398,-33.946132,151.198473,-33.926355,151.230398,-33.946132,151.198473,suburb,101,ChIJe-97c3SxEmsRoMUyFmh9AQU,"Pagewood NSW 2035, Australia",792
6058,chifley,Chifley,Chifley,2036,-33.967041,151.243322,-33.962005,151.24631,-33.97869,151.232777,-33.962005,151.24631,-33.97869,151.232777,suburb,101,ChIJB7PmYvuzEmsRELEyFmh9AQU,"Chifley NSW 2036, Australia",793
6059,eastgardens,Eastgardens,Eastgardens,2036,-33.944573,151.224517,-33.939489,151.231452,-33.950578,151.221492,-33.939489,151.231452,-33.950578,151.221492,suburb,101,ChIJR486tGSxEmsR4EIzFmh9AQU,"Eastgardens NSW 2036, Australia",794
6060,hillsdale,Hillsdale,Hillsdale,2036,-33.951467,151.229201,-33.948114,151.231564,-33.957862,151.223325,-33.948114,151.231564,-33.957862,151.223325,suburb,101,ChIJ-aIcGhSxEmsRMLoyFmh9AQU,"Hillsdale NSW 2036, Australia",795
6061,la-perouse,La Perouse,La Perouse,2036,-33.987701,151.231967,-33.981287,151.253167,-34.001568,151.228348,-33.981287,151.253167,-34.001568,151.228348,suburb,101,ChIJ5Ts0ahu0EmsRYL0yFmh9AQU,"La Perouse NSW, Australia",796
6062,little-bay,Little Bay,Little Bay,2036,-33.979323,151.243948,-33.974233,151.257571,-33.991538,151.235185,-33.974233,151.257571,-33.991538,151.235185,suburb,101,ChIJPzmX7Qi0EmsRkL4yFmh9AQU,"Little Bay NSW 2036, Australia",797
6063,malabar,Malabar,Malabar,2036,-33.962228,151.246687,-33.952085,151.266083,-33.976094,151.241699,-33.952085,151.266083,-33.976094,151.241699,suburb,101,ChIJC6vmVOqzEmsRoL8yFmh9AQU,"Malabar NSW 2036, Australia",798
6064,matraville,Matraville,Matraville,2036,-33.957451,151.231124,-33.951045,151.246636,-33.97687,151.220168,-33.951045,151.246636,-33.97687,151.220168,suburb,101,ChIJEezIEXWxEmsRUMAyFmh9AQU,"Matraville NSW 2036, Australia",799
6065,phillip-bay,Phillip Bay,Phillip Bay,2036,-33.982058,151.234974,-33.974189,151.236687,-33.984333,151.223033,-33.974189,151.236687,-33.984333,151.223033,suburb,101,ChIJRUOMpau2EmsRcMYyFmh9AQU,"Phillip Bay NSW 2036, Australia",800
6066,port-botany,Port Botany,Port Botany,2036,-33.974899,151.223394,-33.963147,151.225036,-33.984712,151.209161,-33.963147,151.225036,-33.984712,151.209161,suburb,101,ChIJy0BxDWixEmsR8MYyFmh9AQU,"Port Botany NSW, Australia",801
6067,forest-lodge,Forest Lodge,Forest Lodge,2037,-33.882459,151.182167,-33.875702,151.187342,-33.885557,151.17574,-33.875702,151.187342,-33.885557,151.17574,suburb,101,ChIJVSTgE9avEmsRgLcyFmh9AQU,"Forest Lodge NSW 2037, Australia",802
6068,glebe,Glebe,Glebe,2037,-33.881128,151.188318,-33.870889,151.195047,-33.8848,151.176748,-33.870889,151.195047,-33.8848,151.176748,suburb,101,ChIJZaTbWNOvEmsRELgyFmh9AQU,"Glebe NSW, Australia",803
6069,annandale,Annandale,Annandale,2038,-33.881267,151.170604,-33.87117,151.177207,-33.888226,151.16227,-33.87117,151.177207,-33.888226,151.16227,suburb,101,ChIJIQR-U9-vEmsRgKsyFmh9AQU,"Annandale NSW 2038, Australia",804
6070,rozelle,Rozelle,Rozelle,2039,-33.862961,151.170604,-33.857331,151.187498,-33.87144,151.161179,-33.857331,151.187498,-33.87144,151.161179,suburb,101,ChIJbXNRDsavEmsRoMkyFmh9AQU,"Rozelle NSW, Australia",805
6071,leichhardt,Leichhardt,Leichhardt,2040,-33.883779,151.157053,-33.873853,151.167525,-33.890098,151.144488,-33.873853,151.167525,-33.890098,151.144488,suburb,101,ChIJcXTalRuwEmsR0L0yFmh9AQU,"Leichhardt NSW 2040, Australia",806
6072,lilyfield,Lilyfield,Lilyfield,2040,-33.871593,151.159587,-33.862072,151.173332,-33.879911,151.149858,-33.862072,151.173332,-33.879911,151.149858,suburb,101,ChIJhQjePOevEmsRYL4yFmh9AQU,"Lilyfield NSW, Australia",807
6073,balmain,Balmain,Balmain,2041,-33.85755,151.181043,-33.852257,151.192635,-33.86439,151.168696,-33.852257,151.192635,-33.86439,151.168696,suburb,101,ChIJQeFWlZyvEmsRoKwyFmh9AQU,"Balmain NSW 2041, Australia",808
6074,balmain-east,Balmain East,Balmain East,2041,-33.85751,151.193546,-33.854283,151.196598,-33.860038,151.188438,-33.854283,151.196598,-33.860038,151.188438,suburb,101,ChIJExDbK0yuEmsRsKwyFmh9AQU,"Balmain East NSW 2041, Australia",809
6075,birchgrove,Birchgrove,Birchgrove,2041,-33.85301,151.18143,-33.846031,151.190536,-33.855546,151.176158,-33.846031,151.190536,-33.855546,151.176158,suburb,101,ChIJEa88ybevEmsRUKoyFmh9AQU,"Birchgrove NSW 2041, Australia",810
6076,enmore,Enmore,Enmore,2042,-33.899019,151.172604,-33.895254,151.17526,-33.904845,151.164029,-33.895254,151.17526,-33.904845,151.164029,suburb,101,ChIJyaoPaziwEmsRgLYyFmh9AQU,"Enmore NSW 2042, Australia",811
6077,newtown,Newtown,Newtown,2042,-33.896549,151.179963,-33.890986,151.18929,-33.908892,151.171109,-33.890986,151.18929,-33.908892,151.171109,suburb,101,ChIJf-kHYzawEmsRcMMyFmh9AQU,"Newtown NSW, Australia",812
6078,erskineville,Erskineville,Erskineville,2043,-33.899808,151.184523,-33.896938,151.192246,-33.907574,151.180171,-33.896938,151.192246,-33.907574,151.180171,suburb,101,ChIJf0tfNzWwEmsRwLYyFmh9AQU,"Erskineville NSW, Australia",813
6079,saint-peters,Saint Peters,St Peters,2044,-33.911972,151.17957,-33.906872,151.186457,-33.924646,151.167492,-33.906872,151.186457,-33.924646,151.167492,suburb,101,ChIJCT1LwVCwEmsRMMwyFmh9AQU,"St Peters NSW 2044, Australia",814
6080,sydenham,Sydenham,Sydenham,2044,-33.915352,151.16628,-33.913811,151.172001,-33.92,151.164633,-33.913811,151.172001,-33.92,151.164633,suburb,101,ChIJCbOw3l6wEmsRsMwyFmh9AQU,"Sydenham NSW 2044, Australia",815
6081,tempe,Tempe,Tempe,2044,-33.923937,151.161606,-33.915267,151.174094,-33.932998,151.154972,-33.915267,151.174094,-33.932998,151.154972,suburb,101,ChIJL0ZQn4mwEmsRMM0yFmh9AQU,"Tempe NSW, Australia",816
6082,sydney,Sydney,Sydney,2045,-33.878609,151.137407,-33.86866,151.150342,-33.889702,151.127672,-33.86866,151.150342,-33.889702,151.127672,postal_code,101,ChIJ5ZfX9aSvEmsRQIu6P2t9ARw,"Sydney NSW 2045, Australia",721
6083,abbotsford,Abbotsford,Abbotsford,2046,-33.848151,151.128137,-33.843653,151.137565,-33.855718,151.122314,-33.843653,151.137565,-33.855718,151.122314,suburb,101,ChIJQ4020z6lEmsR8KoyFmh9AQU,"Abbotsford NSW, Australia",818
6084,canada-bay,Canada Bay,Canada Bay,2046,-33.863971,151.117627,-33.860622,151.118216,-33.868924,151.112045,-33.860622,151.118216,-33.868924,151.112045,suburb,101,ChIJLR95SDWlEmsRcK8yFmh9AQU,"Canada Bay NSW 2046, Australia",819
6085,chiswick,Chiswick,Chiswick,2046,-33.848057,151.141137,-33.845525,151.143835,-33.854069,151.131727,-33.845525,151.143835,-33.854069,151.131727,suburb,101,ChIJSRcbTmClEmsRQLEyFmh9AQU,"Chiswick NSW, Australia",820
6086,five-dock,Five Dock,Five Dock,2046,-33.867486,151.130091,-33.85928,151.141947,-33.87431,151.111483,-33.85928,151.141947,-33.87431,151.111483,suburb,101,ChIJ8ydvwkylEmsRYLcyFmh9AQU,"Five Dock NSW, Australia",821
6087,rodd-point,Rodd Point,Rodd Point,2046,-33.866333,151.141055,-33.862917,151.149773,-33.868787,151.137768,-33.862917,151.149773,-33.868787,151.137768,suburb,101,ChIJA4NL2fuvEmsRwMgyFmh9AQU,"Rodd Point NSW, Australia",822
6088,russell-lea,Russell Lea,Russell Lea,2046,-33.859324,151.142367,-33.853099,151.153663,-33.863919,151.13427,-33.853099,151.153663,-33.863919,151.13427,suburb,101,ChIJLeEXZfivEmsR0MkyFmh9AQU,"Russell Lea NSW, Australia",823
6089,wareemba,Wareemba,Wareemba,2046,-33.857511,151.130954,-33.854759,151.136519,-33.860253,151.127175,-33.854759,151.136519,-33.860253,151.127175,suburb,101,ChIJ1TADPVulEmsRkM4yFmh9AQU,"Wareemba NSW 2046, Australia",824
6090,drummoyne,Drummoyne,Drummoyne,2047,-33.851145,151.154383,-33.842128,151.164765,-33.863905,151.13942,-33.842128,151.164765,-33.863905,151.13942,suburb,101,ChIJYduzn5KvEmsR8LQyFmh9AQU,"Drummoyne NSW, Australia",825
6091,stanmore,Stanmore,Stanmore,2048,-33.89352,151.164239,-33.887515,151.172887,-33.899714,151.158021,-33.887515,151.172887,-33.899714,151.158021,suburb,101,ChIJDcKDdj6wEmsRUMwyFmh9AQU,"Stanmore NSW 2048, Australia",826
6092,lewisham,Lewisham,Lewisham,2049,-33.896774,151.148673,-33.889746,151.150987,-33.90082,151.142237,-33.889746,151.150987,-33.90082,151.142237,suburb,101,ChIJ6cnlZnOwEmsRIL4yFmh9AQU,"Lewisham NSW 2049, Australia",828
6093,petersham,Petersham,Petersham,2049,-33.896336,151.153255,-33.887774,151.162265,-33.901181,151.148914,-33.887774,151.162265,-33.901181,151.148914,suburb,101,ChIJx5zkGROwEmsRYMYyFmh9AQU,"Petersham NSW 2049, Australia",829
6094,camperdown,Camperdown,Camperdown,2050,-33.886897,151.176639,-33.882759,151.194775,-33.894486,151.171484,-33.882759,151.194775,-33.894486,151.171484,suburb,101,ChIJobCMZSywEmsRUK8yFmh9AQU,"Camperdown NSW 2050, Australia",831
6095,lavender-bay,Lavender Bay,Lavender Bay,2060,-33.842961,151.20669,-33.841222,151.21069,-33.846502,151.204342,-33.841222,151.21069,-33.846502,151.204342,suburb,101,ChIJ6yari_SuEmsR0EAzFmh9AQU,"Lavender Bay NSW 2060, Australia",840
6096,mcmahons-point,McMahons Point,McMahons Point,2060,-33.844041,151.204469,-33.840373,151.206265,-33.850613,151.199717,-33.840373,151.206265,-33.850613,151.199717,suburb,101,ChIJtwxfFfauEmsRgMAyFmh9AQU,"McMahons Point NSW 2060, Australia",841
6097,north-sydney,North Sydney,North Sydney,2060,-33.838634,151.207114,-33.828074,151.218613,-33.845145,151.200535,-33.828074,151.218613,-33.845145,151.200535,suburb,101,ChIJ2b2yeLWvEmsRQMQyFmh9AQU,"North Sydney NSW 2060, Australia",842
